ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,AGE_YEARS,YEARS_EMPLOYED,IS_PENSIONER_NO_JOB
1011674,M,N,N,0,290700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,1.0,0,29,25,0
1011675,M,N,Y,2,142400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4.0,0,21,21,0
1011676,M,N,Y,2,165400.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,1,45,33,0
1011677,F,Y,N,0,109900.0,Commercial associate,Lower secondary,Single / not married,House / apartment,1,0,0,0,Drivers,2.0,1,42,24,0
1011678,F,Y,N,2,229300.0,Pensioner,Academic degree,Separated,Municipal apartment,1,0,1,0,Core staff,4.0,0,44,0,1
1011679,M,Y,Y,0,252500.0,Student,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,1,40,35,0
1011680,M,N,Y,0,69100.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Cleaning staff,1.0,1,50,26,0
1011681,F,Y,Y,0,161300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,27,13,0
1011682,F,N,Y,3,251000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,5.0,0,31,2,0
1011683,F,Y,Y,0,145900.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,23,1,0
1011684,F,N,N,0,135500.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Managers,2.0,1,36,2,0
1011685,F,Y,Y,0,139600.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Sales staff,1.0,1,24,24,0
1011686,M,N,Y,0,225400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,1.0,0,52,21,0
1011687,M,Y,N,0,139900.0,Pensioner,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Core staff,1.0,0,43,0,1
1011688,F,N,Y,0,258400.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2.0,0,46,39,0
1011689,F,N,N,0,150100.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Other,2.0,1,56,7,0
1011690,M,N,N,0,136700.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2.0,1,33,0,1
1011691,F,N,N,1,174300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,3.0,0,27,16,0
1011692,M,N,Y,1,250200.0,Commercial associate,Higher education,Single / not married,Rented apartment,1,1,1,0,Managers,3.0,0,38,7,0
1011693,M,Y,Y,0,70200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,1.0,0,57,36,0
1011694,M,N,Y,2,183000.0,Working,Incomplete higher,Separated,House / apartment,1,0,1,0,Managers,3.0,0,26,9,0
1011695,F,N,N,0,211900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,2.0,0,29,12,0
1011696,F,N,Y,0,27000.0,Student,Secondary / secondary special,Separated,House / apartment,1,1,1,0,High skill tech staff,2.0,1,67,27,0
1011697,F,N,Y,3,142000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4.0,0,49,28,0
1011698,F,N,N,1,179000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,3.0,0,62,17,0
1011699,F,Y,Y,1,215000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,2.0,0,36,9,0
1011700,M,Y,N,0,273600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,1.0,0,54,20,0
1011701,F,Y,N,0,338500.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Sales staff,2.0,0,26,35,0
1011702,M,N,Y,1,142600.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,1,1,Accountants,2.0,0,66,0,1
1011703,F,Y,Y,2,225900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,High skill tech staff,3.0,0,57,10,0
1011704,M,Y,N,1,167500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Drivers,2.0,0,68,16,0
1011705,F,N,Y,0,223900.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Security staff,2.0,0,45,0,1
1011706,F,Y,N,1,172800.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,3.0,0,25,2,0
1011707,M,Y,Y,0,320600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,44,37,0
1011708,F,N,Y,0,373800.0,Working,Academic degree,Separated,House / apartment,1,0,0,0,Other,2.0,0,38,24,0
1011709,F,N,Y,2,193100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4.0,0,44,18,0
1011710,F,N,N,1,197000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,2.0,1,60,35,0
1011711,M,Y,Y,1,235000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,3.0,1,32,35,0
1011712,M,N,Y,0,101400.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,0,45,0,1
1011713,M,N,Y,0,235600.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Laborers,2.0,0,39,9,0
1011714,F,Y,Y,0,140200.0,Working,Higher education,Civil marriage,House / apartment,1,0,1,0,Sales staff,1.0,0,56,4,0
1011715,F,Y,Y,0,321600.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Cooking staff,2.0,0,49,18,0
1011716,M,Y,N,1,91300.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Managers,3.0,1,54,0,1
1011717,F,N,N,1,227700.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Cleaning staff,3.0,0,21,4,0
1011718,F,Y,Y,1,27000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Sales staff,3.0,1,65,12,0
1011719,F,N,Y,1,124400.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Managers,2.0,0,69,1,0
1011720,M,N,Y,0,307200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,37,9,0
1011721,F,N,Y,0,209800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2.0,0,25,24,0
1011722,F,Y,Y,1,297900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3.0,0,25,15,0
1011723,M,N,N,0,179100.0,Working,Lower secondary,Married,With parents,1,0,0,0,Medicine staff,2.0,0,67,36,0
1011724,M,N,Y,0,199500.0,Student,Higher education,Married,House / apartment,1,1,1,0,Managers,1.0,0,62,13,0
1011725,M,Y,Y,3,250600.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Cooking staff,5.0,0,69,37,0
1011726,F,N,N,0,193400.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,2.0,0,50,23,0
1011727,F,Y,Y,3,172500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,4.0,0,68,37,0
1011728,F,Y,N,2,303900.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,0,50,39,0
1011729,M,Y,N,1,300500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Medicine staff,2.0,1,65,6,0
1011730,F,Y,Y,0,272700.0,Pensioner,Higher education,Married,With parents,1,0,0,0,Managers,1.0,0,69,0,1
1011731,M,Y,N,1,152200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Drivers,3.0,0,51,35,0
1011732,F,N,Y,0,27000.0,Working,Higher education,Married,With parents,1,0,0,0,Cleaning staff,1.0,1,39,14,0
1011733,M,N,Y,3,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,0,Medicine staff,5.0,0,34,20,0
1011734,F,N,N,0,168200.0,Student,Secondary / secondary special,Married,With parents,1,0,0,0,Other,2.0,0,41,35,0
1011735,F,N,N,0,123100.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Medicine staff,2.0,1,39,12,0
1011736,F,N,Y,1,146100.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Core staff,3.0,0,37,22,0
1011737,F,Y,Y,0,186500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,1,Sales staff,1.0,0,62,0,1
1011738,M,Y,N,0,95500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,High skill tech staff,2.0,0,59,11,0
1011739,F,Y,N,1,110900.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,3.0,0,30,4,0
1011740,F,N,Y,0,153700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Managers,2.0,1,48,34,0
1011741,F,N,Y,0,177800.0,Working,Lower secondary,Separated,Municipal apartment,1,1,1,0,Medicine staff,2.0,1,26,10,0
1011742,F,N,N,0,313300.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1.0,0,46,39,0
1011743,M,Y,N,0,149900.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Managers,2.0,0,27,1,0
1011744,M,N,Y,0,279000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,1,41,0,0
1011745,F,N,Y,0,180100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,65,15,0
1011746,M,Y,Y,0,168200.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,65,0,1
1011747,M,Y,N,0,247400.0,Working,Lower secondary,Separated,With parents,1,0,0,0,Laborers,2.0,0,43,10,0
1011748,M,Y,N,0,350000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Accountants,1.0,0,61,11,0
1011749,F,N,N,0,166800.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0,66,37,0
1011750,F,N,N,0,161800.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,65,0,1
1011751,M,Y,Y,0,235900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,0,50,15,0
1011752,F,N,N,0,41900.0,Pensioner,Incomplete higher,Civil marriage,House / apartment,1,1,0,0,Accountants,1.0,1,41,0,1
1011753,F,N,N,1,159200.0,Commercial associate,Academic degree,Separated,Municipal apartment,1,0,0,0,Security staff,2.0,1,42,32,0
1011754,F,N,N,0,57800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2.0,0,22,0,0
1011755,F,N,N,0,37900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Other,2.0,0,34,17,0
1011756,F,N,N,2,131200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,0,31,20,0
1011757,M,Y,Y,4,231200.0,State servant,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,6.0,0,37,22,0
1011758,M,Y,Y,4,139900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,6.0,0,60,34,0
1011759,F,N,Y,1,163300.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Security staff,3.0,0,37,32,0
1011760,F,N,Y,0,152100.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,2.0,1,57,24,0
1011761,F,Y,N,2,242200.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,4.0,0,34,19,0
1011762,M,N,Y,1,228300.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Other,3.0,1,36,16,0
1011763,M,Y,Y,4,244400.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Security staff,5.0,0,28,19,0
1011764,F,Y,Y,0,327000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Security staff,2.0,0,41,4,0
1011765,M,N,Y,0,162900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,28,5,0
1011766,F,N,Y,0,222200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0,54,20,0
1011767,F,Y,Y,0,191500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Core staff,2.0,0,47,25,0
1011768,M,N,Y,1,101600.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Accountants,3.0,0,30,20,0
1011769,M,N,Y,4,217000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,5.0,0,55,32,0
1011770,M,Y,N,0,171800.0,Pensioner,Higher education,Separated,House / apartment,1,0,1,0,Medicine staff,1.0,0,63,0,1
1011771,F,Y,N,0,165900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Cooking staff,2.0,0,22,33,0
1011772,M,Y,Y,0,149800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2.0,0,30,0,1
1011773,F,Y,N,0,193500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Other,1.0,0,38,3,0
1011774,M,Y,Y,3,169800.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Other,5.0,0,32,4,0
1011775,M,Y,N,0,84200.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Sales staff,1.0,1,35,17,0
1011776,M,Y,N,0,125300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Security staff,1.0,0,68,37,0
1011777,M,N,N,0,170600.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Accountants,2.0,1,49,12,0
1011778,M,Y,Y,0,196500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2.0,1,31,24,0
1011779,F,Y,Y,1,196800.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,3.0,0,54,37,0
1011780,M,N,N,0,149700.0,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,2.0,0,64,22,0
1011781,F,Y,N,2,108100.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,4.0,1,56,0,1
1011782,F,Y,N,1,27000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,1,58,35,0
1011783,F,N,Y,0,194700.0,Pensioner,Higher education,Married,House / apartment,1,1,0,0,Accountants,2.0,1,48,0,1
1011784,F,N,N,0,244300.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Security staff,1.0,0,46,24,0
1011785,M,N,N,0,269600.0,Working,Incomplete higher,Single / not married,House / apartment,1,1,1,0,Sales staff,2.0,0,36,33,0
1011786,F,N,N,0,100500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2.0,1,22,27,0
1011787,M,N,N,0,54600.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,1.0,1,67,0,1
1011788,F,Y,Y,0,251600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,1,46,10,0
1011789,M,Y,Y,0,263600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0,35,35,0
1011790,F,N,N,0,159300.0,Working,Secondary / secondary special,Widow,With parents,1,1,0,0,Cooking staff,2.0,1,35,19,0
1011791,F,Y,N,1,190700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,0,42,3,0
1011792,F,N,Y,1,220500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Cooking staff,3.0,0,43,20,0
1011793,M,Y,Y,0,129700.0,State servant,Higher education,Married,With parents,1,0,0,0,Cooking staff,2.0,1,53,19,0
1011794,F,Y,N,0,220100.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Cooking staff,2.0,0,53,35,0
1011795,F,N,Y,3,339300.0,Working,Academic degree,Single / not married,House / apartment,1,0,1,1,Other,4.0,0,52,3,0
1011796,F,N,N,0,164200.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cleaning staff,1.0,0,36,5,0
1011797,M,N,N,0,301600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,46,4,0
1011798,M,Y,Y,0,147600.0,Pensioner,Higher education,Separated,House / apartment,1,0,1,0,Core staff,2.0,0,28,0,1
1011799,M,Y,N,0,61400.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,1.0,0,33,20,0
1011800,F,N,Y,0,213200.0,Working,Higher education,Married,House / apartment,1,1,0,0,Other,1.0,0,31,26,0
1011801,M,Y,Y,3,85000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,4.0,1,67,35,0
1011802,F,N,N,1,212000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,3.0,1,37,3,0
1011803,F,N,Y,1,255200.0,Student,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,3.0,0,38,3,0
1011804,F,Y,Y,3,99100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,5.0,0,38,33,0
1011805,F,Y,N,0,184800.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2.0,0,55,0,1
1011806,F,N,Y,2,263400.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,Cooking staff,3.0,0,49,7,0
1011807,F,Y,Y,4,128600.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Medicine staff,6.0,1,40,14,0
1011808,M,Y,Y,1,167000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Other,3.0,0,62,15,0
1011809,F,N,Y,2,229700.0,Working,Higher education,Separated,House / apartment,1,1,0,0,Sales staff,4.0,0,29,15,0
1011810,F,Y,Y,2,190000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,4.0,0,34,1,0
1011811,F,N,N,0,153400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,1,30,3,0
1011812,F,Y,Y,0,133000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,0,38,39,0
1011813,F,Y,Y,1,134800.0,Working,Higher education,Widow,House / apartment,1,1,1,0,Accountants,3.0,1,34,28,0
1011814,F,N,N,1,64000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,0,54,0,1
1011815,F,Y,Y,0,138400.0,Working,Incomplete higher,Single / not married,Office apartment,1,0,0,0,High skill tech staff,2.0,0,26,24,0
1011816,F,N,Y,0,238600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,2.0,0,24,34,0
1011817,M,Y,N,0,55700.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Accountants,2.0,0,52,22,0
1011818,M,N,N,0,172600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2.0,0,30,38,0
1011819,F,N,N,0,279600.0,Working,Incomplete higher,Married,Rented apartment,1,0,1,0,Managers,1.0,0,64,12,0
1011820,F,N,Y,0,27000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Accountants,2.0,1,52,27,0
1011821,M,N,N,0,242400.0,Working,Higher education,Married,House / apartment,1,1,0,0,Other,2.0,0,51,17,0
1011822,F,Y,N,3,152300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,5.0,0,43,35,0
1011823,F,Y,Y,0,221200.0,State servant,Higher education,Widow,House / apartment,1,0,0,0,Medicine staff,2.0,0,58,28,0
1011824,F,N,Y,3,174100.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,4.0,1,52,36,0
1011825,M,N,Y,0,266300.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,1.0,0,41,17,0
1011826,F,N,N,0,149300.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Security staff,2.0,0,66,14,0
1011827,M,N,N,1,160300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,3.0,0,34,16,0
1011828,M,Y,Y,4,152400.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,1,0,0,0,Medicine staff,6.0,0,53,14,0
